"Comparison","bonferroni","holm","bh","equipo"
"modelo_1_bayesiana - modelo_1_defecto",1,1,0.484062589490715,"PIT"
"modelo_1_bayesiana - modelo_1_grid",1,1,0.15146421512214,"PIT"
"modelo_1_defecto - modelo_1_grid",1,1,0.468396870159485,"PIT"
"modelo_1_bayesiana - modelo_2_bayesiana",3.58970090632802e-05,2.50191275289529e-05,1.70938138396572e-06,"PIT"
"modelo_1_defecto - modelo_2_bayesiana",3.88520828977374e-07,2.94333961346495e-07,2.1584490498743e-08,"PIT"
"modelo_1_grid - modelo_2_bayesiana",2.2367619167779e-09,1.86396826398159e-09,1.86396826398159e-10,"PIT"
"modelo_1_bayesiana - modelo_2_defecto",0.639884504092261,0.271466153251262,0.0159971126023065,"PIT"
"modelo_1_defecto - modelo_2_defecto",0.0450776440951504,0.0218558274400729,0.00118625379197764,"PIT"
"modelo_1_grid - modelo_2_defecto",0.00172342672015883,0.00107061356858352,6.38306192651419e-05,"PIT"
"modelo_2_bayesiana - modelo_2_defecto",1,0.399523025230946,0.0241469960304418,"PIT"
"modelo_1_bayesiana - modelo_2_grid",5.94480075181422e-08,4.68378241052029e-08,3.96320050120948e-09,"PIT"
"modelo_1_defecto - modelo_2_grid",2.66445935802347e-10,2.30112399102027e-10,2.42223578002134e-11,"PIT"
"modelo_1_grid - modelo_2_grid",6.33204599728897e-13,6.04422572468493e-13,1.58301149932224e-13,"PIT"
"modelo_2_bayesiana - modelo_2_grid",1,1,0.329316429544745,"PIT"
"modelo_2_defecto - modelo_2_grid",0.0264522487638674,0.0136269160298711,0.000778007316584334,"PIT"
"modelo_1_bayesiana - modelo_3_bayesiana",0.00509100723174432,0.00300832245512165,0.000181821686848012,"PIT"
"modelo_1_defecto - modelo_3_bayesiana",0.000125930058936827,8.58614038205635e-05,5.47521995377507e-06,"PIT"
"modelo_1_grid - modelo_3_bayesiana",1.66614280569649e-06,1.21174022232472e-06,8.76917266156045e-08,"PIT"
"modelo_2_bayesiana - modelo_3_bayesiana",1,1,0.355060395293493,"PIT"
"modelo_2_defecto - modelo_3_bayesiana",1,1,0.236151688423113,"PIT"
"modelo_2_grid - modelo_3_bayesiana",1,0.685035392581686,0.0446762212553273,"PIT"
"modelo_1_bayesiana - modelo_3_defecto",0.639884504092261,0.261770933492289,0.0164072949767247,"PIT"
"modelo_1_defecto - modelo_3_defecto",0.0450776440951504,0.0211728328325706,0.00121831470527433,"PIT"
"modelo_1_grid - modelo_3_defecto",0.00172342672015883,0.0010445010425205,6.6285643083032e-05,"PIT"
"modelo_2_bayesiana - modelo_3_defecto",1,0.384156755029756,0.0247359471531355,"PIT"
"modelo_2_defecto - modelo_3_defecto",1,1,1,"PIT"
"modelo_2_grid - modelo_3_defecto",0.0264522487638674,0.0132261243819337,0.000801583295874769,"PIT"
"modelo_3_bayesiana - modelo_3_defecto",1,1,0.241176192432115,"PIT"
"modelo_1_bayesiana - modelo_3_grid",4.18999936822873e-08,3.42818130127805e-08,3.22307643709902e-09,"PIT"
"modelo_1_defecto - modelo_3_grid",1.79715527164928e-10,1.60654789435314e-10,1.99683919072142e-11,"PIT"
"modelo_1_grid - modelo_3_grid",4.08669289943385e-13,3.96285372066312e-13,1.36223096647795e-13,"PIT"
"modelo_2_bayesiana - modelo_3_grid",1,1,0.31245834005713,"PIT"
"modelo_2_defecto - modelo_3_grid",0.0214088543958226,0.011677556943176,0.000669026699869457,"PIT"
"modelo_2_grid - modelo_3_grid",1,1,0.985648039776017,"PIT"
"modelo_3_bayesiana - modelo_3_grid",1,0.620493802669035,0.0396827431939499,"PIT"
"modelo_3_defecto - modelo_3_grid",0.0214088543958226,0.0113531803614211,0.000690608206316859,"PIT"
"modelo_1_bayesiana - modelo_4_bayesiana",1,0.774597117586992,0.0516398078391328,"PIT"
"modelo_1_defecto - modelo_4_bayesiana",1,1,0.257301666457031,"PIT"
"modelo_1_grid - modelo_4_bayesiana",1,1,0.688495679575888,"PIT"
"modelo_2_bayesiana - modelo_4_bayesiana",7.32806424300139e-11,6.66187658454672e-11,1.04686632042877e-11,"PIT"
"modelo_2_defecto - modelo_4_bayesiana",0.000178159012905604,0.000116073296286985,7.12636051622418e-06,"PIT"
"modelo_2_grid - modelo_4_bayesiana",1.21491353352791e-14,1.19650575271689e-14,6.07456766763957e-15,"PIT"
"modelo_3_bayesiana - modelo_4_bayesiana",9.03589154334952e-08,6.9822798289519e-08,5.64743221459345e-09,"PIT"
"modelo_3_defecto - modelo_4_bayesiana",0.000178159012905604,0.000113373917303566,7.42329220440018e-06,"PIT"
"modelo_3_grid - modelo_4_bayesiana",7.63486263129101e-15,7.63486263129101e-15,7.63486263129101e-15,"PIT"
"modelo_1_bayesiana - modelo_4_defecto",1,1,0.49270656430305,"PIT"
"modelo_1_defecto - modelo_4_defecto",1,1,1,"PIT"
"modelo_1_grid - modelo_4_defecto",1,1,0.476472678265683,"PIT"
"modelo_2_bayesiana - modelo_4_defecto",3.88520828977374e-07,2.88447282119565e-07,2.28541664104337e-08,"PIT"
"modelo_2_defecto - modelo_4_defecto",0.0450776440951504,0.0204898382250683,0.00125215678042084,"PIT"
"modelo_2_grid - modelo_4_defecto",2.66445935802347e-10,2.26075339468658e-10,2.66445935802347e-11,"PIT"
"modelo_3_bayesiana - modelo_4_defecto",0.000125930058936827,8.3953372624551e-05,5.72409358803757e-06,"PIT"
"modelo_3_defecto - modelo_4_defecto",0.0450776440951504,0.0198068436175661,0.00128793268843287,"PIT"
"modelo_3_grid - modelo_4_defecto",1.79715527164928e-10,1.57931826902513e-10,2.2464440895616e-11,"PIT"
"modelo_4_bayesiana - modelo_4_defecto",1,1,0.262552720874522,"PIT"
"modelo_1_bayesiana - modelo_4_grid",1,1,0.316579571774463,"PIT"
"modelo_1_defecto - modelo_4_grid",1,1,0.767270456995282,"PIT"
"modelo_1_grid - modelo_4_grid",1,1,0.693228516287623,"PIT"
"modelo_2_bayesiana - modelo_4_grid",4.744269558555e-08,3.80979222126387e-08,3.38876397039643e-09,"PIT"
"modelo_2_defecto - modelo_4_grid",0.0122297819933452,0.0070413896325321,0.000407659399778174,"PIT"
"modelo_2_grid - modelo_4_grid",2.23910006525137e-11,2.06947127242929e-11,3.73183344208561e-12,"PIT"
"modelo_3_bayesiana - modelo_4_grid",2.18473500787571e-05,1.5557961419721e-05,1.09236750393785e-06,"PIT"
"modelo_3_defecto - modelo_4_grid",0.0122297819933452,0.0068560899053602,0.00042171662046018,"PIT"
"modelo_3_grid - modelo_4_grid",1.48238445430115e-11,1.39254297222229e-11,2.9647689086023e-12,"PIT"
"modelo_4_bayesiana - modelo_4_grid",1,1,0.407977035732568,"PIT"
"modelo_4_defecto - modelo_4_grid",1,1,0.779645786946819,"PIT"
